bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
C3-medicion	0.571	2019	13	Machine Learning and Knowledge Extraction	Confidence Intervals for Class Prevalences under Prior Probability Shift	10.3390/make1030047		crossref	calibration under class prior shift probabilistic classifier
C2-prospeccion	0.571	2018	74	Sensors	Efficient Patch-Wise Semantic Segmentation for Large-Scale Remote Sensing Images	10.3390/s18103232		crossref	tiling artifacts patch based inference large images segmentation
C1-negativos	0.571	2017	16	Computer Methods and Programs in Biomedicine	A ℓ2, 1 norm regularized multi-kernel learning for false positive reduction in Lung nodule CAD	10.1016/j.cmpb.2016.12.007		crossref	false positive reduction candidate classification mammography CAD
C1-negativos	0.571	2017	234	Sensors	Vehicle Detection in Aerial Images Based on Region Convolutional Neural Networks and Hard Negative Example Mining	10.3390/s17020336		crossref	hard negative mining object detection training strategy
C1-negativos	0.571	2015	38	Computerized Medical Imaging and Graphics	Multi-scale textural feature extraction and particle swarm optimization based model selection for false positive reduction in mammography	10.1016/j.compmedimag.2015.02.005		crossref	false positive reduction candidate classification mammography CAD
C1-negativos	0.571	2015	9	Bio-Medical Materials and Engineering	Restricted Boltzmann machines based oversampling and semi-supervised learning for false positive reduction in breast CAD	10.3233/bme-151453		crossref	false positive reduction candidate classification mammography CAD
C3-medicion	0.571	2015	33	Statistical Methods in Medical Research	A comparison of confidence/credible interval methods for the area under the ROC curve for continuous diagnostic tests with small sample size	10.1177/0962280215602040		crossref	confidence interval proportion small sample rare outcome
C3-medicion	0.571	2015	0	Diabetology &amp; Metabolic Syndrome	Sensitivity, specificity, positive predictive value, negative predictive value and accuracy of neuropathy diabetes score (NDS) compared with the Michigan neuropathy screening instrument (MNSI)	10.1186/1758-5996-7-s1-a196		crossref	positive predictive value screening low prevalence population
C1-negativos	0.5	2026	1	Measurement	MoPac+: Multimodal Modeling of the Pavement cracks using hard-example mining and context-aware feature aggregation	10.1016/j.measurement.2026.120896		crossref	online hard example mining detector training
C1-negativos	0.5	2026	10	Pattern Recognition	DDS-NAS: Dynamic data selection within neural architecture search via on-line hard example mining applied to image classification	10.1016/j.patcog.2025.111948		crossref	online hard example mining detector training
C1-negativos	0.5	2026	1	Remote Sensing	Addressing Dense Small-Object Detection in Remote Sensing: An Open-Vocabulary Object Detection Framework	10.3390/rs18060851		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2026	0	Medical Image Analysis	Welcome new doctor: Continual learning with expert consultation and autoregressive inference for whole slide image analysis	10.1016/j.media.2026.104235		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2026	1	Journal of Building Engineering	Effects of image size and sliding-window design on performance and inference efficiency for concrete crack detection	10.1016/j.jobe.2026.116055		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2026	0	IEEE Transactions on Medical Imaging	PathRWKV: Enhancing Whole Slide Image Inference With Asymmetric Recurrent Modeling	10.1109/tmi.2026.3700967		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2026	0	Palaios	TESTING THE BOREAL-TETHYAN SHIFT OF NERINEOID GASTROPODS USING CONVOLUTIONAL NEURAL NETWORKS	10.2110/palo.2024.034		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.5	2026	0	Statistical Methods in Medical Research	Nonparametric inference for the localization receiver operating characteristic curve and its extension to free-response image localization tasks	10.1177/09622802261468028		crossref	free response operating characteristic FROC lesion detection evaluation
C2-prospeccion	0.5	2026	0	International Journal of Advanced Technology and Engineering Exploration	Hybrid non-maximum suppression-based Telugu scene text detection	10.19101/ijatee.2025.121220525		crossref	overlapping window aggregation non maximum suppression large scene
C2-prospeccion	0.5	2026	0	ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences	Local Non-Maximum Suppression: Enhancing Object Detection in Large-Scale Remote Sensing Images via iterative pipelined Postprocessing	10.5194/isprs-annals-xi-3-2026-81-2026		crossref	overlapping window aggregation non maximum suppression large scene
C3-medicion	0.5	2026	0	Frontiers in Medicine	Correction: Advanced computer-aided detection system exhibits no more false positives than experienced endoscopists in an image-based comparative study of colon polyps	10.3389/fmed.2026.1924923		crossref	false positives per image detection metric medical imaging
C3-medicion	0.5	2026	0	Frontiers in Medicine	Advanced computer-aided detection system exhibits no more false positives than experienced endoscopists in an image-based comparative study of colon polyps	10.3389/fmed.2026.1793448		crossref	false positives per image detection metric medical imaging
C3-medicion	0.5	2026	0	Journal of Travel Medicine	"<i>Plasmodium falciparum</i>
                    infections and number needed to screen among refugees arriving from sub-Saharan Africa"	10.1093/jtm/taag017		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2026	0	Korean Journal of Radiology	Number Needed to Test in Diagnostic Comparative Effectiveness Research: Implications for Evaluating the Utility and Value of Artificial Intelligence	10.3348/kjr.2026.1123		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2026	0	Cytopathology	The Diagnostic Yield of Fine Needle Aspiration and Biopsy Needles According to Needle Passes Number in Diagnosing Pancreatic Adenocarcinoma	10.1111/cyt.70102		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2025	0	Information Systems Review	Imbalanced Data Augmentation Based on Semi-Hard Example Mining for Financial Fraud Detection Systems	10.14329/isr.2025.27.3.375		crossref	online hard example mining detector training
C1-negativos	0.5	2025	1	Algorithms	MHD-Protonet: Margin-Aware Hard Example Mining for SAR Few-Shot Learning via Dual-Loss Optimization	10.3390/a18080519		crossref	online hard example mining detector training
C1-negativos	0.5	2025	0	Quantitative Imaging in Medicine and Surgery	Chemical shift encoding based double bonds quantification in triglycerides using deep image prior	10.21037/qims-24-1507		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2025	2	Remote Sensing	Sensitive Object Trigger-Based Fragile Watermarking for Integrity Verification of Remote Sensing Object Detection Models	10.3390/rs17142379		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2025	3	Remote Sensing	Joint Optimization Loss Function for Tiny Object Detection in Remote Sensing Images	10.3390/rs17081476		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2025	2	Sci Rep	Multi-scale feature fusion and feature calibration with edge information enhancement for remote sensing object detection.	10.1038/s41598-025-99835-7		europepmc	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2025	3	Electronics	HFed-MIL: Patch Gradient-Based Attention Distillation Federated Learning for Heterogeneous Multi-Site Ovarian Cancer Whole-Slide Image Analysis	10.3390/electronics14183600		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2025	0	Knowledge-Based Systems	CLAV: clustering latent vector aggregation for whole slide image retrieval leveraging foundation models	10.1016/j.knosys.2025.114423		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2025	1	SIAM Journal on Matrix Analysis and Applications	Geometry of Linear Neural Networks: Equivariance and Invariance Under Permutation Groups	10.1137/24m166053x		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2025	3	Neural Networks	Enabling scale and rotation invariance in convolutional neural networks with retina like transformation	10.1016/j.neunet.2025.107395		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2025	0	Frontiers in Artificial Intelligence	SE(3) group convolutional neural networks and a study on group convolutions and equivariance for DWI segmentation	10.3389/frai.2025.1369717		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2025	1	Mathematics	Causal Discovery from Time-Series Data with Short-Term Invariance-Based Convolutional Neural Networks	10.3390/math13243979		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.5	2025	0	British Journal of Dermatology	P144 Diagnostic accuracy in melanoma: the number needed to excise, a single-centre experience	10.1093/bjd/ljaf085.172		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2025	0	Journal of the American Society of Nephrology	Variation in the Number Needed to Screen for Undiagnosed CKD: Implications for Targeted Screening Strategies	10.1681/asn.2025gchzn7p7		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2025	0	BMJ Open	FAST MRI: DYAMOND trial protocol (can an abbreviated MRI scan detect breast cancers missed by mammography for screening clients with average mammographic density attending their first screening mammogram?)-a diagnostic yield study within the NHS population-risk breast screening programme.	10.1136/bmjopen-2025-106545		europepmc	number needed to screen diagnostic yield programme
C1-negativos	0.5	2024	2	Scientific Reports	Applying information mining technology in online entrepreneurship training course	10.1038/s41598-024-73491-9		crossref	online hard example mining detector training
C1-negativos	0.5	2024	0	Biometrics	Efficient data integration under prior probability shift	10.1093/biomtc/ujae035		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2024	5	Biometrics	Integrating external summary information in the presence of prior probability shift: an application to assessing essential hypertension	10.1093/biomtc/ujae090		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2024	3	Remote Sensing	Remote Sensing of Target Object Detection and Identification II	10.3390/rs16163106		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2024	6	Remote Sensing	SSN: Scale Selection Network for Multi-Scale Object Detection in Remote Sensing Images	10.3390/rs16193697		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2024	13	Remote Sensing	OII: An Orientation Information Integrating Network for Oriented Object Detection in Remote Sensing Images	10.3390/rs16050731		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2024	4	The American Journal of Pathology	Model-Agnostic Binary Patch Grouping for Bone Marrow Whole Slide Image Representation	10.1016/j.ajpath.2024.01.012		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2024	12	IEEE Transactions on Artificial Intelligence	Patch-to-Sample Reasoning for Cervical Cancer Screening of Whole Slide Image	10.1109/tai.2023.3323637		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2024	12	Proceedings of the AAAI Conference on Artificial Intelligence	Boosting Multiple Instance Learning Models for Whole Slide Image Classification: A Model-Agnostic Framework Based on Counterfactual Inference	10.1609/aaai.v38i4.28135		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2024	4	Optics Express	Passive localization and reconstruction of multiple non-line-of-sight objects in a scene with a large visible transmissive window	10.1364/oe.519222		crossref	overlapping window aggregation non maximum suppression large scene
C3-medicion	0.5	2024	0	Gastrointestinal Endoscopy	ADVANCED COMPUTER-AIDED DETECTION SYSTEM EXHIBITS NO MORE FALSE POSITIVES THAN EXPERIENCED ENDOSCOPISTS IN COLONOSCOPY - AN IMAGE-BASED PROSPECTIVE COMPARATIVE STUDY	10.1016/j.gie.2024.04.647		crossref	false positives per image detection metric medical imaging
C3-medicion	0.5	2024	3	JAMA Network Open	Applicability of Number Needed to Screen or Invite as Measures of Cancer Screening Efficiency Beyond Clinical Trials	10.1001/jamanetworkopen.2024.35615		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2024	0	GLOBAL JOURNAL FOR RESEARCH ANALYSIS	IMPORTANCE OF CHANGING TRENDS IN DIAGNOSTIC YIELD OF TUBERCULOSIS- A STUDY DONE UNDER NATIONAL TUBERCULOSIS ELIMINATION PROGRAMME	10.36106/gjra/8209253		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2023	3	Sustainability	Improved Multi-Person 2D Human Pose Estimation Using Attention Mechanisms and Hard Example Mining	10.3390/su151813363		crossref	online hard example mining detector training
C1-negativos	0.5	2023	1	Economics Letters	Determinants of mine closures in a declining industry: The example of West German hard-coal mining after World War Two	10.1016/j.econlet.2023.111096		crossref	online hard example mining detector training
C1-negativos	0.5	2023	9	IEEE Transactions on Instrumentation and Measurement	MTHM: Self-Supervised Multitask Anomaly Detection With Hard Example Mining	10.1109/tim.2023.3276529		crossref	online hard example mining detector training
C1-negativos	0.5	2023	3	Machine Learning	Softmin discrete minimax classifier for imbalanced classes and prior probability shifts	10.1007/s10994-023-06397-8		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2023	13	Remote Sensing	A Comparative Study of Landslide Susceptibility Mapping Using Bagging PU Learning in Class-Prior Probability Shift Datasets	10.3390/rs15235547		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2023	0	Remote Sensing	Detector Consistency Research on Remote Sensing Object Detection	10.3390/rs15174130		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2023	48	Remote Sensing	Smooth GIoU Loss for Oriented Object Detection in Remote Sensing Images	10.3390/rs15051259		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2023	3	Signal, Image and Video Processing	A sliding template-based approach for position-based whole slide microscopy image stitching for slightly unaligned stages	10.1007/s11760-023-02933-0		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2023	12	IEEE Access	Breast Cancer Classification Using Equivariance Transition in Group Convolutional Neural Networks	10.1109/access.2023.3253640		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2023	13	romanian journal of ophthalmology	Advancing glaucoma detection with convolutional neural networks: a paradigm shift in ophthalmology	10.22336/rjo.2023.39		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2023	2	Electronics	Neural Machine Translation of Electrical Engineering Based on Integrated Convolutional Neural Networks	10.3390/electronics12173604		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2023	0	Environmental Data Science	Closing the domain gap: blended synthetic imagery for climate object detection	10.1017/eds.2023.33		crossref	domain gap curated dataset versus deployment imagery detection
C3-medicion	0.5	2023	5	Pediatrics	Number Needed to Screen for Tuberculosis Disease Among Children: A Systematic Review	10.1542/peds.2022-059189		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2022	3	IEEE Geoscience and Remote Sensing Letters	Focus on Hard Categories and Hard Examples: Remote Sensing Image Scene Classification via Expert Model and Hard Example Mining	10.1109/lgrs.2020.3048705		crossref	online hard example mining detector training
C1-negativos	0.5	2022	1	SSRN Electronic Journal	Perceptions on Mine Water and Mine Flooding – an Example from Abandoned West German Hard Coal Mining Regions	10.2139/ssrn.4166727		crossref	online hard example mining detector training
C1-negativos	0.5	2022	17	Resources Policy	Perceptions on mine water and mine flooding – An example from abandoned West German hard coal mining regions	10.1016/j.resourpol.2022.103035		crossref	online hard example mining detector training
C1-negativos	0.5	2022	16	Remote Sensing	Eagle-Eye-Inspired Attention for Object Detection in Remote Sensing	10.3390/rs14071743		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2022	157	Remote Sensing	Transformer with Transfer CNN for Remote-Sensing-Image Object Detection	10.3390/rs14040984		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2022	22	Scientific Reports	A loss-based patch label denoising method for improving whole-slide image analysis using a convolutional neural network	10.1038/s41598-022-05001-8		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2022	7	Journal of Artificial Intelligence and Soft Computing Research	Feature Map Augmentation to Improve Scale Invariance in Convolutional Neural Networks	10.2478/jaiscr-2023-0004		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2022	1	Electronic Imaging	Effect of hue shift towards robustness of convolutional neural networks	10.2352/ei.2022.34.15.color-156		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2022	3	Journal of Information Processing	Fixing the Train-test Objective Discrepancy: Iterative Image Inpainting for Unsupervised Anomaly Detection	10.2197/ipsjjip.30.495		crossref	train test discrepancy object scale apparent size detection
C2-prospeccion	0.5	2022	1	IEEE Geoscience and Remote Sensing Letters	Train in Dense and Test in Sparse: A Method for Sparse Object Detection in Aerial Images	10.1109/lgrs.2020.3035844		crossref	train test discrepancy object scale apparent size detection
C2-prospeccion	0.5	2022	0	ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences	ARM-NMS: SHAPE BASED NON-MAXIMUM SUPPRESSION FOR INSTANCE SEGMENTATION IN LARGE SCALE IMAGERY	10.5194/isprs-annals-v-2-2022-291-2022		crossref	overlapping window aggregation non maximum suppression large scene
C3-medicion	0.5	2022	3	Archives of Pathology &amp; Laboratory Medicine	Accuracy of the Number Needed to Treat Compared With Diagnostic Testing: Brief Critical Review	10.5858/arpa.2021-0597-ra		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2021	24	Remote Sensing	Deep Metric Learning with Online Hard Mining for Hyperspectral Classification	10.3390/rs13071368		crossref	online hard example mining detector training
C1-negativos	0.5	2021	86	Remote Sensing	Cascade Object Detection and Remote Sensing Object Detection Method Based on Trainable Activation Function	10.3390/rs13020200		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2021	106	Remote Sensing	Small Object Detection in Remote Sensing Images with Residual Feature Aggregation-Based Super-Resolution and Object Detector Network	10.3390/rs13091854		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2021	13	Neural Networks	Anti-transfer learning for task invariance in convolutional neural networks for speech processing	10.1016/j.neunet.2021.05.012		crossref	translation equivariance convolutional networks shift invariance
C2-prospeccion	0.5	2021	34	Remote Sensing	Rotation Invariance Regularization for Remote Sensing Image Scene Classification with Convolutional Neural Networks	10.3390/rs13040569		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.5	2021	354	IEEE Transactions on Geoscience and Remote Sensing	An Effective Evaluation Tool for Hyperspectral Target Detection: 3D Receiver Operating Characteristic Curve Analysis	10.1109/tgrs.2020.3021671		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2021	14	Journal of Physics: Conference Series	Evaluation of the diagnostic accuracy of MRI in detection of knee cartilage lesions using Receiver Operating Characteristic curves	10.1088/1742-6596/1736/1/012028		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2021	1	EP Europace	Electrocardiogram screening programme in detecting sudden cardiac disease in the young: cost efficiency and diagnostic yield	10.1093/europace/euab234		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2020	1	Journal of ISAKOS	Mobile application for quantification of the pivot shift examination: intraoperative usability and utility during real-world deployment	10.1136/jisakos-2020-000483		crossref	prior probability shift quantification classifier deployment
C1-negativos	0.5	2020	1	Journal of Advanced Research in Dynamical and Control Systems	A Novel Framework for Lung Nodule Classification with Low False Positive and High True Positive Detection Rate	10.5373/jardcs/v12sp3/20201383		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.5	2020	0	International Journal of Psychosocial Rehabilitation	Computer Aided Diagnosis of Breast Nodule Detection Using Deep Learning Technique	10.37200/ijpr/v24i5/pr201801		crossref	false positive reduction computer aided detection pulmonary nodule
C1-negativos	0.5	2020	9	Remote Sensing Letters	Object detection in optical remote sensing images by integrating object-to-object relationships	10.1080/2150704x.2020.1722330		crossref	negative sampling strategy rare object detection remote sensing
C1-negativos	0.5	2020	263	Remote Sensing	Small-Object Detection in Remote Sensing Images with End-to-End Edge-Enhanced GAN and Object Detector Network	10.3390/rs12091432		crossref	negative sampling strategy rare object detection remote sensing
C2-prospeccion	0.5	2020	10	Multimedia Tools and Applications	Tumor detection for whole slide image of liver based on patch-based convolutional neural network	10.1007/s11042-020-09282-x		crossref	sliding window inference whole slide image patch aggregation
C2-prospeccion	0.5	2020	50	KSII Transactions on Internet and Information Systems	Sign Language Translation Using Deep Convolutional Neural Networks	10.3837/tiis.2020.02.009		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.5	2020	32	IEEE Antennas and Wireless Propagation Letters	Free-Space Operating Microwave Imaging Device for Bone Lesion Detection: A Phantom Investigation	10.1109/lawp.2020.3034039		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2020	3	Biostatistics &amp; Epidemiology	Number needed to test: quantifying risk stratification provided by diagnostic tests and risk predictions	10.1080/24709360.2020.1796176		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2019	11	Neural Processing Letters	Online Hard Region Mining for Semantic Segmentation	10.1007/s11063-019-10047-3		crossref	online hard example mining detector training
C1-negativos	0.5	2019	46	Remote Sensing	Efficient Object Detection Framework and Hardware Architecture for Remote Sensing Images	10.3390/rs11202376		crossref	negative sampling strategy rare object detection remote sensing
C3-medicion	0.5	2019	44	Information Fusion	A binocular image fusion approach for minimizing false positives in handgun detection with deep learning	10.1016/j.inffus.2018.11.015		crossref	false positives per image detection metric medical imaging
C3-medicion	0.5	2019	0	Minia Journal of Medical Research	Coronary Artery Calcium Score: Refining Risk stratification and Predicting Number Needed to Screen in Outpatients with Intermediate Risk Chest Pain	10.21608/mjmr.2019.221794		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2018	58	Remote Sensing	A CNN-Based Method of Vehicle Detection from Aerial Images Using Hard Example Mining	10.3390/rs10010124		crossref	online hard example mining detector training
C1-negativos	0.5	2018	29	Science China Information Sciences	GlanceNets — efficient convolutional neural networks with adaptive hard example mining	10.1007/s11432-018-9497-0		crossref	online hard example mining detector training
C3-medicion	0.5	2018	9	Statistical Methods in Medical Research	Evaluation of diagnostic accuracy in free-response detection-localization tasks using ROC tools	10.1177/0962280218776683		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2018	59	BMC Medical Research Methodology	Development and validation of a search filter to identify equity-focused studies: reducing the number needed to screen	10.1186/s12874-018-0567-x		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.5	2017	38	Remote Sensing	Airport Detection Using End-to-End Convolutional Neural Network with Hard Example Mining	10.3390/rs9111198		crossref	online hard example mining detector training
C3-medicion	0.5	2017	22	JAMA	Using Free-Response Receiver Operating Characteristic Curves to Assess the Accuracy of Machine Diagnosis of Cancer	10.1001/jama.2017.18686		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2017	1	JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH	Prevalence of Refractive Errors and Number Needed to Screen among Rural High School Children in Southern India: A Cross-sectional Study	10.7860/jcdr/2017/25388.10476		crossref	number needed to screen diagnostic yield programme
C3-medicion	0.5	2017	0	Fertility and Sterility	Establishing an algorithm to predict the age-specific number of oocytes needed to yield a blastocyst	10.1016/j.fertnstert.2017.07.998		crossref	number needed to screen diagnostic yield programme
C2-prospeccion	0.5	2016	41	Communications in Mathematical Physics	Time-Translation Invariance of Scattering Maps and Blue-Shift Instabilities on Kerr Black Hole Spacetimes	10.1007/s00220-016-2771-z		crossref	translation equivariance convolutional networks shift invariance
C3-medicion	0.5	2016	12	Medical Physics	On the meaning of the weighted alternative free-response operating characteristic figure of merit	10.1118/1.4947125		crossref	free response operating characteristic FROC lesion detection evaluation
C3-medicion	0.5	2016	2	International Journal of Stroke	Number needed to screen for acute revascularization trials in stroke: Prognostic and predictive imaging biomarkers	10.1177/1747493016677978		crossref	number needed to screen diagnostic yield programme
C1-negativos	0.429	2026	1	Neurocomputing	RE-GRPO: Leveraging hard negative cases through large language model guided self training	10.1016/j.neucom.2025.132543		crossref	hard negative mining object detection training strategy
C1-negativos	0.429	2026	0	iScience	Adaptive graph contrastive learning with hard negative mining for multimodal hyperspectral and LiDAR classification	10.1016/j.isci.2026.114914		crossref	hard negative mining object detection training strategy
C1-negativos	0.429	2026	0	Journal of Physics: Conference Series	Correction and evaluation of the distribution pattern of uncertainty in mismatch factors	10.1088/1742-6596/3228/1/012017		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	Information Sciences	NLSC: A noise-robust label shift correction framework via three-head training and class-adaptive cleaning	10.1016/j.ins.2025.122706		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	Expert Systems with Applications	CORTEX: an uncertainty-conditioned correction-and-fusion model for multivariate time series forecasting under distribution shift	10.1016/j.eswa.2026.133430		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	International Journal of Computational and Biological Sciences	ClassShift-Clinical: Benchmarking Clinical Prediction Models under Class Imbalance and Distribution Shift	10.66238/ijcbs74		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	Theoretical and Applied Climatology	Visibility nowcasting in South Korea: a machine learning approach to class imbalance and distribution shift	10.1007/s00704-026-06219-6		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	Frontiers in Public Health	Correction: A lifestyle-based needs assessment of two European communities prior to the development and deployment of a digital health coaching smartphone application	10.3389/fpubh.2026.1804843		crossref	class prior shift correction deployment distribution mismatch
C1-negativos	0.429	2026	0	Annals of GIS	Cropland’s northward shift widened the mismatch between cropland distribution and natural geographic conditions in China from 1980–2020	10.1080/19475683.2026.2682200		crossref	class prior shift correction deployment distribution mismatch
C2-prospeccion	0.429	2026	0	Indonesian Journal of Electrical Engineering and Computer Science	HawkNet: an intelligent bio-inspired optimization based patch wise adaptive U-Net framework for retinal blood vessel segmentation in fundus images	10.11591/ijeecs.v43.i1.pp157-178		crossref	tiling artifacts patch based inference large images segmentation
C2-prospeccion	0.429	2026	1	Knowledge-Based Systems	LRA-UNet: Large receptive-field attention-enhanced U-Net for breast lesion segmentation in ultrasound images	10.1016/j.knosys.2025.114890		crossref	tiling artifacts patch based inference large images segmentation
C2-prospeccion	0.429	2026	0	Signal, Image and Video Processing	Deep Learning-Based Segmentation of Challenging Cardiac SPECT Images: A Robust Approach for Handling Perfusion Defects and Out-of-Myocardium Artifacts	10.1007/s11760-026-05530-z		crossref	tiling artifacts patch based inference large images segmentation
C1-negativos	0.429	2026	2	Active Learning in Higher Education	The Impact of Active Learning Instruction on Student Performance in a Large University Physiology Class	10.1177/14697874261424920		crossref	active learning annotation budget rare class detection
C1-negativos	0.429	2026	0	Computers &amp; Industrial Engineering	Self-supervised vision-language learning with uncertainty-guided strategic annotation for minimal-annotation defect detection	10.1016/j.cie.2026.111898		crossref	active learning annotation budget rare class detection
C2-prospeccion	0.429	2026	0	Process Science	Data quality in object-centric event data: issues classification and evaluation	10.1007/s44311-026-00043-x		crossref	context bias object centric crop classification generalization
C2-prospeccion	0.429	2026	0	Proceedings of the AAAI Conference on Artificial Intelligence	Introducing Decomposed Causality with Spatiotemporal Object-Centric Representation for Video Classification	10.1609/aaai.v40i15.38286		crossref	context bias object centric crop classification generalization
C3-medicion	0.429	2026	0	Machine Learning and Knowledge Extraction	Class-Conditional Conformal Prediction for Reliable Anomaly Detection Under Extreme Class Imbalance	10.3390/make8070190		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Applied System Innovation	Quality 4.0 Framework for Detecting Post-Quality-Gate Rare Failures in Automotive Manufacturing Under Extreme Class Imbalance	10.3390/asi9070132		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Iconic Research and Engineering Journals	Intelligent Rare Medical Event Detection	10.64388/irev9i11-1717648		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Computer Networks	HICID: A hierarchical classification framework for intrusion detection under extreme class imbalance	10.1016/j.comnet.2026.112532		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Journal of Engineering Research and Reports	Adaptive SMOTE for Extreme Class Imbalance in Network Intrusion Detection on CIC-IDS2017	10.9734/jerr/2026/v28i21810		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	PLOS One	Correction: Rare event detection by progressive clustering undersampling	10.1371/journal.pone.0352210		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Edumatic: Jurnal Pendidikan Informatika	Revisiting Resampling Strategies under Extreme Class Imbalance: Evidence from Large-Scale Online Payment Fraud Detection	10.29408/edumatic.v10i1.33272		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	2	PLOS One	Rare event detection by progressive clustering undersampling	10.1371/journal.pone.0340758		crossref	evaluation metrics rare event detection extreme imbalance
C3-medicion	0.429	2026	0	Journal of Medical Screening	Positive predictive value metrics for multicancer detection tests	10.1177/09691413261421478		crossref	positive predictive value screening low prevalence population
